产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
SHOP HAT,FA8196013|ASH|ONE,$26.00,$0,ASPHALT HEATHER,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'Mid profile, structured fit', 'Twill with demask front label', 'Rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shophat_FA8196013_ash_f.jpg?v=1527881736', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shophat_FA8196013_ash_b.jpg?v=1528934312']",11,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196013-ash-shop-hat
MIDLANDS HAT,FA8196002|BLK|ONE,$28.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'New Era mid fit', 'Twill fabric', 'Flat embroidery art on front panel', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/midlands_FA8196002_blk_f.jpg?v=1527881750', 'https://cdn.shopify.com/s/files/1/2034/7683/products/midlands_FA8196002_blk_b.jpg?v=1528927413']",12,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196002-blk-midlands
MIDLANDS HAT,FA8196002|NVY|ONE,$28.00,$0,NAVY,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'New Era mid fit', 'Twill fabric', 'Flat embroidery art on front panel', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/midlands_FA8196002_nvy_f.jpg?v=1527881750', 'https://cdn.shopify.com/s/files/1/2034/7683/products/midlands_FA8196002_nvy_b.jpg?v=1528927425']",13,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196002-nvy-midlands
CLEAN AND MEAN HAT,FA6196011|NVY2|S/M,$26.00,$0,NAVY 2,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmean_FA6196011_nvy2_f.jpg?v=1527882137', 'https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmean_FA6196011_nvy2_b.jpg?v=1525801047']",14,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-nvy2-clean-and-mean-hat
CLEAN AND MEAN HAT,FA6196011|ASH|S/M,$26.00,$0,ASPHALT HEATHER,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_ash_f.jpg?v=1527882138', 'https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_ash_b.jpg?v=1525801040']",15,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-ash-clean-and-mean-hat
YARDSALE TRUCKER,FA8196011|DKA|ONE,$20.00,$0,DARK ARMY,['ONE SIZE'],"['O-Neill Men-s trucker hat', 'Rear hidden bottle opener', 'Printed front panel with logo', 'Mesh side panels', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/yardsaletrucker_FA8196011_dka_f.jpg?v=1527881739'],16,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196011-dka-yardsale-trucker
YARDSALE TRUCKER,FA8196011|RED|ONE,$20.00,$0,RED,['ONE SIZE'],"['O-Neill Men-s trucker hat', 'Rear hidden bottle opener', 'Printed front panel with logo', 'Mesh side panels', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/yardsaletrucker_FA8196011_red_f.jpg?v=1528932221', 'https://cdn.shopify.com/s/files/1/2034/7683/products/yardsaletrucker_FA8196011_red_b.jpg?v=1528932221', 'https://cdn.shopify.com/s/files/1/2034/7683/products/yardsaletrucker_FA8196011_red_1.jpg?v=1528932221']",17,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196011-red-yardsale-trucker
YARDSALE TRUCKER,FA8196011|BLK|ONE,$20.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s trucker hat', 'Rear hidden bottle opener', 'Printed front panel with logo', 'Mesh side panels', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/yardsaletrucker_FA8196011_blk_f.jpg?v=1528932254', 'https://cdn.shopify.com/s/files/1/2034/7683/products/yardsaletrucker_FA8196011_blk_b.jpg?v=1528932254', 'https://cdn.shopify.com/s/files/1/2034/7683/products/yardsaletrucker_FA8196011_blk_1.jpg?v=1528932254']",18,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196011-blk-yardsale-trucker
YARDSALE TRUCKER,FA8196011|NVY|ONE,$20.00,$0,NAVY,['ONE SIZE'],"['O-Neill Men-s trucker hat', 'Rear hidden bottle opener', 'Printed front panel with logo', 'Mesh side panels', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/yardsaletrucker_FA8196011_nvy_f.jpg?v=1527881738', 'https://cdn.shopify.com/s/files/1/2034/7683/products/yardsaletrucker_FA8196011_nvy_b.jpg?v=1528932202']",19,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196011-nvy-yardsale-trucker
STAMPED HAT,FA8196008|NVY|ONE,$25.00,$0,NAVY,['ONE SIZE'],"['O-Neill Men-s snapback hat', '5 Pannel, unstructured fit', 'Twill design', 'Front screen printed art, rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/stamped_FA8196008_nvy_f.jpg?v=1527881742', 'https://cdn.shopify.com/s/files/1/2034/7683/products/stamped_FA8196008_nvy_b.jpg?v=1528929333']",20,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196008-nvy-stamped
CLEAN AND MEAN HAT,FA6196011|BLK|S/M,$26.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill men-s Flexfit® X fit hat', 'Front panel 3D logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_blk_f_bca8517a-c484-4b55-b5a2-d14da7cd0272.jpg?v=1525137558', 'https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_blk_b_c6b1d337-589c-4c57-a131-528a87e61ad5.jpg?v=1525137558']",21,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-blk-clean-and-mean-hat
STAPLE HAT,SU8196012|HGR|S/M,$28.00,$0,HEATHER GREY,"['S/M', 'L/XL']","['ONeill Men-s hat', 'Flexfit® X fit', 'Front panel embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/staplehat_SU8196012_hgr_f.jpg?v=1520897019', 'https://cdn.shopify.com/s/files/1/2034/7683/products/staplehat_SU8196012_hgr_b.jpg?v=1520897019']",22,MENS,1,https://us.oneill.com/collections/mens-hats/products/su8196012-hgr-staple-hat
HOT BOX HAT,FA8196003|DCH|S/M,$28.00,$0,ASPHALT,"['S/M', 'L/XL']","['O-Neill Men-s AJ flexfit hat', 'Cotton twill fabric', '3D boxed logo, rear flat wordmark embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hotbox_FA8196003_dch_f.jpg?v=1527881748', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hotbox_FA8196003_dch_b.jpg?v=1528927851']",23,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196003-dch-hot-box
HOT BOX HAT,FA8196003|BLK|S/M,$28.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s AJ flexfit hat', 'Cotton twill fabric', '3D boxed logo, rear flat wordmark embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hotbox_FA8196003_blk_f.jpg?v=1527881749', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hotbox_FA8196003_blk_b.jpg?v=1528927860']",24,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196003-blk-hot-box
HOT BOX HAT,FA8196003|NVH|S/M,$28.00,$0,NAVY HEATHER,"['S/M', 'L/XL']","['O-Neill Men-s AJ flexfit hat', 'Cotton twill fabric', '3D boxed logo, rear flat wordmark embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hotbox_FA8196003_nvh_f.jpg?v=1527881747', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hotbox_FA8196003_nvh_b.jpg?v=1528927866']",25,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196003-nvh-hot-box
PREVAIL HAT,SP8196006|BLK2|ONE,$26.00,$0,BLACK 2,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Mid profile, structured fit', 'Front panel puff ', 'O-Neill logo embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_blk2_f.jpg?v=1527881083', 'https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_blk2_b.jpg?v=1525992324']",26,MENS,1,https://us.oneill.com/collections/mens-hats/products/sp8196006-blk2-prevail
PREVAIL HAT,SP8196006|HGR|ONE,$26.00,$0,HEATHER GREY,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Mid profile, structured fit', 'Front panel puff ', 'O-Neill logo embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_hgr_f.jpg?v=1527881082', 'https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_hgr_b.jpg?v=1525992337']",27,MENS,1,https://us.oneill.com/collections/mens-hats/products/sp8196006-hgr-prevail
HYBRID HAT,SP8196015|WNE|S/M,$35.00,$0,WINE,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® delta fit', 'Logo patch embroidery', '140% Hyperstretch technology', 'Preformance sweatband', '100% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_wne_f.jpg?v=1525992791', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_wne_b.jpg?v=1525992793']",28,MENS,1,https://us.oneill.com/collections/mens-hats/products/sp8196015-wne-hybrid-hat
LODOWN HAT,SP8196013|NVY|S/M,$26.00,$0,NAVY,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_nvy_f.jpg?v=1527881081', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_nvy_b.jpg?v=1525992779']",29,MENS,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-nvy-lodown-hat
LODOWN HAT,SP8196013|HGR|S/M,$26.00,$0,HEATHER GREY,"['S/M', 'L/XL']","['ONeill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']",['https://cdn.shopify.com/s/files/1/2034/7683/products/lodown_SP8196013_hgr_f.jpg?v=1523305085'],30,MENS,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-hgr-lodown-hat
ESSENTIALS BEANIE,FA6191003|BLK|ONE,$16.00,$0,BLACK,['ONE'],"['O-Neill men-s knit cuffed beanie', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/essentialsbeanie_FA6191003_blk_f.jpg?v=1526420804', 'https://cdn.shopify.com/s/files/1/2034/7683/products/essentialsbeanie_FA6191003_blk_1.jpg?v=1526420804', 'https://cdn.shopify.com/s/files/1/2034/7683/products/essentialsbeanie_FA6191003_blk_b.jpg?v=1526420804']",31,MENS,1,https://us.oneill.com/collections/mens-hats/products/essentials-beanie
ESSENTIALS BEANIE,FA6191003|NVY|ONE,$16.00,$0,NAVY,['ONE'],"['O-Neill men-s knit cuffed beanie', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/essentialsbeanie_FA6191003_nvy_f.jpg?v=1526421094', 'https://cdn.shopify.com/s/files/1/2034/7683/products/essentialsbeanie_FA6191003_nvy_1.jpg?v=1526421094', 'https://cdn.shopify.com/s/files/1/2034/7683/products/essentialsbeanie_FA6191003_nvy_b.jpg?v=1526421094']",32,MENS,1,https://us.oneill.com/collections/mens-hats/products/essentials-beanie-1
ESSENTIALS BEANIE,FA6191003|HGR|ONE,$16.00,$0,HEATHER GREY,['ONE SIZE'],"['O-Neill Men-s knit cuffed beanie', '100% Acrylic']",['https://cdn.shopify.com/s/files/1/2034/7683/products/essentialsbeanie_FA6191003_hgr_f.jpg?v=1527882139'],33,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa6191003-hgr-essentials-beanie
TOKEN BEANIE,HO8191001|BLK|ONE,$28.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Waffle knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_blk_f_be80ef61-7366-4fec-9ed7-72172cfcee4e.jpg?v=1537826671', 'https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_blk_b.jpg?v=1537826671', 'https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_blk_1.jpg?v=1537826671']",34,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191001-blk-token
TOKEN BEANIE,HO8191001|DKA|ONE,$28.00,$0,DARK ARMY,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Waffle knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_dka_f_74796b05-a8e6-4cf6-b824-9099aac92eb1.jpg?v=1537826670', 'https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_dka_b.jpg?v=1537826670', 'https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_dka_1.jpg?v=1537826670']",35,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191001-dka-token
TOKEN BEANIE,HO8191001|HGR|ONE,$28.00,$0,HEATHER GREY,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Waffle knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_hgr_f_d8904bee-36c9-4bf1-837a-53ff386d9fc7.jpg?v=1537826668', 'https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_hgr_b.jpg?v=1537826668', 'https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_hgr_1.jpg?v=1537826668']",36,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191001-hgr-token
MIDDLETON BEANIE,HO8191002|BLK|ONE,$28.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s reversible slouch beanie', 'Ribbed knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_blk_f_8e7aa1f6-01ed-4d5f-9c7d-6232a15bd201.jpg?v=1537290980', 'https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_blk_2.jpg?v=1537833709']",37,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191002-blk-middleton
MIDDLETON BEANIE,HO8191002|DBL|ONE,$28.00,$0,DUST BLUE,['ONE SIZE'],"['O-Neill Men-s reversible slouch beanie', 'Ribbed knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_dbl_f_77fe8421-8372-45f6-858a-c70407740f37.jpg?v=1537290982', 'https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_dbl_2.jpg?v=1537833705']",38,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191002-dbl-middleton
BREED BEANIE,HO8191003|BLK|ONE,$22.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Ribbed knit', 'Wave cult printed logo', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/breed_HO8191003_blk_f_cd10107c-0cd3-4bbe-8ddb-3c5c7e1c4d8d.jpg?v=1537290984', 'https://cdn.shopify.com/s/files/1/2034/7683/products/breed_HO8191003_blk_b.jpg?v=1537809077', 'https://cdn.shopify.com/s/files/1/2034/7683/products/breed_HO8191003_blk_1.jpg?v=1537809079']",39,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191003-blk-breed
BREED BEANIE,HO8191003|MID|ONE,$22.00,$0,MIDNIGHT,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Ribbed knit', 'Wave cult printed logo', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/breed_HO8191003_mid_f_de7d3d7f-556f-4f26-b7cd-214e30fb7b01.jpg?v=1537809087', 'https://cdn.shopify.com/s/files/1/2034/7683/products/breed_HO8191003_mid_b.jpg?v=1537809087', 'https://cdn.shopify.com/s/files/1/2034/7683/products/breed_HO8191003_mid_1.jpg?v=1537809087']",40,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191003-mid-breed
GROCERIES BEANIE,HO8191004|BLK|ONE,$16.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Ribbed knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8191004_blk_f_afcf2560-f0e2-45a4-b374-eaa30c1fd1a9.jpg?v=1537290987', 'https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8191004_blk_b.jpg?v=1537814865', 'https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8191004_blk_1.jpg?v=1537814867']",41,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191004-blk-groceries
GROCERIES BEANIE,HO8191004|BRZ|ONE,$16.00,$0,BRONZE,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Ribbed knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8191004_brz_f_29797478-7fcd-4404-84ed-bcd37e822c3c.jpg?v=1537814888', 'https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8191004_brz_b.jpg?v=1537814888', 'https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8191004_brz_1.jpg?v=1537814888']",42,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191004-brz-groceries
GROCERIES BEANIE,HO8191004|NVY|ONE,$16.00,$0,NAVY,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Ribbed knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8291004_nvy_f.jpg?v=1537552573', 'https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8291004_nvy_b.jpg?v=1537552573', 'https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8291004_nvy_1.jpg?v=1537552573']",43,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191004-nvy-groceries
GROCERIES BEANIE,HO8191004|WNE|ONE,$16.00,$0,WINE,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Ribbed knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8191004_wne_f_c729633c-e780-487e-975c-94ae455d52d6.jpg?v=1537290993', 'https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8191004_wne_b.jpg?v=1537814875', 'https://cdn.shopify.com/s/files/1/2034/7683/products/groceries_HO8191004_wne_1.jpg?v=1537814877']",44,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191004-wne-groceries
WAREHOUSE HAT,HO8196001|BLK|S/M,$28.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s FlexfitÂ® mid profile snapback', 'Direct flat logo embroidery', 'Flat rear wave embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_blk_f.jpg?v=1537489087', 'https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_blk_b.jpg?v=1537826381']",45,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196001-blk-warehouse
WAREHOUSE HAT,HO8196001|NVY|S/M,$28.00,$0,NAVY,"['S/M', 'L/XL']","['O-Neill Men-s FlexfitÂ® mid profile snapback', 'Direct flat logo embroidery', 'Flat rear wave embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_nvy_f.jpg?v=1537489086', 'https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_nvy_b.jpg?v=1537826378']",46,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196001-nvy-warehouse
